Gene_ID,Domain_ID,Annotation_Type
Ca_03618,IPR000157,InterPro
Ca_03619,IPR000157,InterPro
Ca_03620,IPR000157,InterPro
Ca_03621,IPR001623,InterPro
Ca_03621,IPR002939,InterPro
Ca_03621,IPR008971,InterPro
Ca_03621,IPR018253,InterPro
Ca_03622,IPR005746,InterPro
Ca_03622,IPR012336,InterPro
Ca_03622,IPR013766,InterPro
Ca_03623,IPR005746,InterPro
Ca_03623,IPR012336,InterPro
Ca_03623,IPR013766,InterPro
Ca_03625,IPR000109,InterPro
Ca_03625,IPR016196,InterPro
Ca_03626,IPR000109,InterPro
Ca_03626,IPR016196,InterPro
Ca_03627,IPR027417,InterPro
Ca_03628,IPR000109,InterPro
Ca_03628,IPR016196,InterPro
Ca_03629,IPR004193,InterPro
Ca_03629,IPR013783,InterPro
Ca_03629,IPR014756,InterPro
Ca_03630,IPR000408,InterPro
Ca_03630,IPR000504,InterPro
Ca_03630,IPR009091,InterPro
Ca_03630,IPR012677,InterPro
Ca_03631,IPR005174,InterPro
Ca_03633,IPR005174,InterPro
Ca_03634,IPR000047,InterPro
Ca_03634,IPR001356,InterPro
Ca_03634,IPR003106,InterPro
Ca_03634,IPR009057,InterPro
Ca_03634,IPR017970,InterPro
Ca_03635,IPR000109,InterPro
Ca_03635,IPR016196,InterPro
Ca_03636,IPR009880,InterPro
Ca_03636,IPR011043,InterPro
Ca_03636,IPR013783,InterPro
Ca_03636,IPR014756,InterPro
Ca_03636,IPR015202,InterPro
Ca_03636,IPR015916,InterPro
Ca_03637,IPR000014,InterPro
Ca_03637,IPR001610,InterPro
Ca_03639,IPR000719,InterPro
Ca_03639,IPR008271,InterPro
Ca_03639,IPR011009,InterPro
Ca_03639,IPR013320,InterPro
Ca_03639,IPR017441,InterPro
Ca_03640,IPR009770,InterPro
Ca_03641,IPR006046,InterPro
Ca_03641,IPR006047,InterPro
Ca_03641,IPR006589,InterPro
Ca_03641,IPR012850,InterPro
Ca_03641,IPR013780,InterPro
Ca_03641,IPR013781,InterPro
Ca_03641,IPR015902,InterPro
Ca_03641,IPR017853,InterPro
Ca_03642,IPR001901,InterPro
Ca_03643,IPR002022,InterPro
Ca_03643,IPR007524,InterPro
Ca_03643,IPR011050,InterPro
Ca_03643,IPR012334,InterPro
Ca_03643,IPR018082,InterPro
Ca_03644,IPR012458,InterPro
Ca_03645,IPR009044,InterPro
Ca_03645,IPR013742,InterPro
Ca_03646,IPR000644,InterPro
Ca_03647,IPR002885,InterPro
Ca_03647,IPR011990,InterPro
Ca_03648,IPR002885,InterPro
Ca_03648,IPR011990,InterPro
Ca_03649,IPR000719,InterPro
Ca_03649,IPR011009,InterPro
Ca_03649,IPR013320,InterPro
Ca_03650,IPR000048,InterPro
Ca_03650,IPR025064,InterPro
Ca_03650,IPR027401,InterPro
Ca_03650,IPR027417,InterPro
Ca_03651,IPR000863,InterPro
Ca_03651,IPR027417,InterPro
Ca_03652,IPR000719,InterPro
Ca_03652,IPR001245,InterPro
Ca_03652,IPR008271,InterPro
Ca_03652,IPR011009,InterPro
Ca_03652,IPR013320,InterPro
Ca_03652,IPR017441,InterPro
Ca_03653,IPR013657,InterPro
Ca_03654,IPR001005,InterPro
Ca_03654,IPR009057,InterPro
Ca_03654,IPR017930,InterPro
Ca_03655,IPR005182,InterPro
Ca_03657,IPR001356,InterPro
Ca_03657,IPR003106,InterPro
Ca_03657,IPR009057,InterPro
Ca_03657,IPR017970,InterPro
Ca_03658,IPR000504,InterPro
Ca_03658,IPR012677,InterPro
Ca_03659,IPR002314,InterPro
Ca_03659,IPR006195,InterPro
Ca_03660,IPR011598,InterPro
Ca_03661,IPR002130,InterPro
Ca_03662,IPR006652,InterPro
Ca_03662,IPR015916,InterPro
Ca_03665,IPR004345,InterPro
Ca_03666,IPR005333,InterPro
Ca_03666,IPR017887,InterPro
Ca_03667,IPR007681,InterPro
Ca_03667,IPR016123,InterPro
Ca_03667,IPR018108,InterPro
Ca_03667,IPR023395,InterPro
Ca_03669,IPR001373,InterPro
Ca_03669,IPR011991,InterPro
Ca_03669,IPR016158,InterPro
Ca_03669,IPR016159,InterPro
Ca_03669,IPR019559,InterPro
Ca_03670,IPR015216,InterPro
Ca_03671,IPR006439,InterPro
Ca_03671,IPR011949,InterPro
Ca_03671,IPR023214,InterPro
Ca_03672,IPR008721,InterPro
Ca_03673,IPR006694,InterPro
Ca_03675,IPR004159,InterPro
Ca_03676,IPR003441,InterPro
Ca_03677,IPR008195,InterPro
Ca_03677,IPR018065,InterPro
Ca_03678,IPR008195,InterPro
Ca_03678,IPR012870,InterPro
Ca_03679,IPR011016,InterPro
Ca_03679,IPR013083,InterPro
Ca_03679,IPR022143,InterPro
Ca_03680,IPR001965,InterPro
Ca_03680,IPR011011,InterPro
Ca_03680,IPR013083,InterPro
Ca_03680,IPR019786,InterPro
Ca_03680,IPR019787,InterPro
Ca_03681,IPR000407,InterPro
Ca_03682,IPR002912,InterPro
Ca_03682,IPR004789,InterPro
Ca_03682,IPR019455,InterPro
Ca_03683,IPR003663,InterPro
Ca_03683,IPR005828,InterPro
Ca_03683,IPR005829,InterPro
Ca_03683,IPR016196,InterPro
Ca_03683,IPR020846,InterPro
Ca_03685,IPR002885,InterPro
Ca_03685,IPR011990,InterPro
Ca_03686,IPR001568,InterPro
Ca_03686,IPR018188,InterPro
Ca_03687,IPR001568,InterPro
Ca_03687,IPR018188,InterPro
Ca_03688,IPR001079,InterPro
Ca_03688,IPR002659,InterPro
Ca_03688,IPR008985,InterPro
Ca_03688,IPR013320,InterPro
Ca_03689,IPR005484,InterPro
Ca_03690,IPR001841,InterPro
Ca_03690,IPR013083,InterPro
Ca_03691,IPR000172,InterPro
Ca_03691,IPR007867,InterPro
Ca_03691,IPR012132,InterPro
Ca_03692,IPR001005,InterPro
Ca_03692,IPR006447,InterPro
Ca_03692,IPR009057,InterPro
Ca_03692,IPR025756,InterPro
Ca_03694,IPR003851,InterPro
Ca_03695,IPR001005,InterPro
Ca_03695,IPR009057,InterPro
Ca_03695,IPR017930,InterPro
Ca_03696,IPR003690,InterPro
Ca_03697,IPR002100,InterPro
Ca_03697,IPR002487,InterPro
Ca_03698,IPR002963,InterPro
Ca_03698,IPR007112,InterPro
Ca_03698,IPR007117,InterPro
Ca_03698,IPR007118,InterPro
Ca_03698,IPR009009,InterPro
Ca_03698,IPR014733,InterPro
Ca_03699,IPR001841,InterPro
Ca_03699,IPR013083,InterPro
Ca_03699,IPR013216,InterPro
Ca_03700,IPR006760,InterPro
Ca_03701,IPR006459,InterPro
Ca_03701,IPR006702,InterPro
Ca_03702,IPR008797,InterPro
Ca_03702,IPR023222,InterPro
Ca_03703,IPR009305,InterPro
Ca_03704,IPR003441,InterPro
Ca_03706,IPR002048,InterPro
Ca_03706,IPR011992,InterPro
Ca_03706,IPR025224,InterPro
Ca_03706,IPR025954,InterPro
Ca_03707,IPR001005,InterPro
Ca_03707,IPR009057,InterPro
Ca_03707,IPR017930,InterPro
Ca_03708,IPR023296,InterPro
Ca_03709,IPR004331,InterPro
Ca_03709,IPR004342,InterPro
Ca_03710,IPR019315,InterPro
Ca_03711,IPR019378,InterPro
Ca_03711,IPR024709,InterPro
Ca_03712,IPR009038,InterPro
Ca_03713,IPR009038,InterPro
Ca_03714,IPR003441,InterPro
Ca_03715,IPR021503,InterPro
Ca_03716,IPR000727,InterPro
Ca_03716,IPR007705,InterPro
Ca_03716,IPR010989,InterPro
Ca_03717,IPR003864,InterPro
Ca_03718,IPR003100,InterPro
Ca_03718,IPR003165,InterPro
Ca_03718,IPR012337,InterPro
Ca_03718,IPR014811,InterPro
Ca_03719,IPR004127,InterPro
Ca_03719,IPR009053,InterPro
Ca_03719,IPR011599,InterPro
Ca_03722,IPR009769,InterPro
Ca_03723,IPR003657,InterPro
Ca_03724,IPR003657,InterPro
Ca_03725,IPR000115,InterPro
Ca_03725,IPR011054,InterPro
Ca_03725,IPR011761,InterPro
Ca_03725,IPR013815,InterPro
Ca_03725,IPR013816,InterPro
Ca_03725,IPR016185,InterPro
Ca_03725,IPR020559,InterPro
Ca_03725,IPR020560,InterPro
Ca_03725,IPR020561,InterPro
Ca_03725,IPR020562,InterPro
Ca_03726,IPR001048,InterPro
Ca_03727,IPR001884,InterPro
Ca_03727,IPR008991,InterPro
Ca_03727,IPR012340,InterPro
Ca_03727,IPR014722,InterPro
Ca_03727,IPR019769,InterPro
Ca_03727,IPR020189,InterPro
Ca_03728,IPR001680,InterPro
Ca_03728,IPR015943,InterPro
Ca_03728,IPR017986,InterPro
Ca_03728,IPR019775,InterPro
Ca_03729,IPR005527,InterPro
Ca_03730,IPR008906,InterPro
Ca_03730,IPR012337,InterPro
Ca_03731,IPR003734,InterPro
Ca_03732,IPR006781,InterPro
Ca_03732,IPR007493,InterPro
Ca_03733,IPR008238,InterPro
Ca_03733,IPR020822,InterPro
Ca_03734,IPR003789,InterPro
Ca_03734,IPR004413,InterPro
Ca_03734,IPR006075,InterPro
Ca_03734,IPR017958,InterPro
Ca_03734,IPR017959,InterPro
Ca_03734,IPR018027,InterPro
Ca_03735,IPR012438,InterPro
Ca_03736,IPR001810,InterPro
Ca_03736,IPR006553,InterPro
Ca_03737,IPR007657,InterPro
Ca_03738,IPR008581,InterPro
Ca_03739,IPR002100,InterPro
Ca_03740,IPR002885,InterPro
Ca_03740,IPR011990,InterPro
Ca_03741,IPR001943,InterPro
Ca_03741,IPR011722,InterPro
Ca_03742,IPR001223,InterPro
Ca_03742,IPR001579,InterPro
Ca_03742,IPR013781,InterPro
Ca_03742,IPR017853,InterPro
Ca_03743,IPR001251,InterPro
Ca_03743,IPR002589,InterPro
Ca_03745,IPR002110,InterPro
Ca_03745,IPR020683,InterPro
Ca_03746,IPR003495,InterPro
Ca_03746,IPR011629,InterPro
Ca_03746,IPR027417,InterPro
Ca_03747,IPR002487,InterPro
Ca_03748,IPR001360,InterPro
Ca_03748,IPR013781,InterPro
Ca_03748,IPR017853,InterPro
Ca_03748,IPR018120,InterPro
Ca_03749,IPR001732,InterPro
Ca_03749,IPR008927,InterPro
Ca_03749,IPR014026,InterPro
Ca_03749,IPR014027,InterPro
Ca_03749,IPR016040,InterPro
Ca_03749,IPR017476,InterPro
Ca_03749,IPR028356,InterPro
Ca_03749,IPR028357,InterPro
Ca_03750,IPR007087,InterPro
Ca_03750,IPR013087,InterPro
Ca_03750,IPR015880,InterPro
Ca_03751,IPR003657,InterPro
Ca_03752,IPR000727,InterPro
Ca_03754,IPR001611,InterPro
Ca_03754,IPR003591,InterPro
Ca_03754,IPR025875,InterPro
Ca_03755,IPR002885,InterPro
Ca_03755,IPR011990,InterPro
Ca_03756,IPR005199,InterPro
Ca_03757,IPR005516,InterPro
Ca_03758,IPR001841,InterPro
Ca_03758,IPR013083,InterPro
Ca_03758,IPR017907,InterPro
Ca_03758,IPR027370,InterPro
Ca_03760,IPR001360,InterPro
Ca_03760,IPR013781,InterPro
Ca_03760,IPR017853,InterPro
Ca_03760,IPR018120,InterPro
Ca_03761,IPR002885,InterPro
Ca_03762,IPR000308,InterPro
Ca_03762,IPR023409,InterPro
Ca_03762,IPR023410,InterPro
Ca_03763,IPR000782,InterPro
Ca_03764,IPR012423,InterPro
Ca_03765,IPR004332,InterPro
Ca_03765,IPR006564,InterPro
Ca_03765,IPR007527,InterPro
Ca_03765,IPR018289,InterPro
Ca_03766,IPR003657,InterPro
Ca_03767,IPR000620,InterPro
Ca_03767,IPR004696,InterPro
Ca_03767,IPR004853,InterPro
Ca_03768,IPR002885,InterPro
Ca_03768,IPR011990,InterPro
Ca_03769,IPR012946,InterPro
Ca_03770,IPR000073,InterPro
Ca_03770,IPR000639,InterPro
Ca_03771,IPR009834,InterPro
Ca_03772,IPR009834,InterPro
Ca_03773,IPR002885,InterPro
Ca_03773,IPR011990,InterPro
Ca_03774,IPR006968,InterPro
Ca_03775,IPR002885,InterPro
Ca_03776,IPR002523,InterPro
Ca_03776,IPR026573,InterPro
Ca_03777,IPR004843,InterPro
Ca_03777,IPR008963,InterPro
Ca_03777,IPR015914,InterPro
Ca_03777,IPR025733,InterPro
Ca_03778,IPR002523,InterPro
Ca_03778,IPR026573,InterPro
Ca_03780,IPR000864,InterPro
Ca_03781,IPR012463,InterPro
Ca_03782,IPR012463,InterPro
Ca_03785,IPR001128,InterPro
Ca_03785,IPR002401,InterPro
Ca_03785,IPR017972,InterPro
Ca_03786,IPR000719,InterPro
Ca_03786,IPR002290,InterPro
Ca_03786,IPR011009,InterPro
Ca_03787,IPR002885,InterPro
Ca_03787,IPR011990,InterPro
Ca_03788,IPR002035,InterPro
Ca_03788,IPR011205,InterPro
Ca_03788,IPR024553,InterPro
Ca_03789,IPR003728,InterPro
Ca_03790,IPR005900,InterPro
Ca_03790,IPR006148,InterPro
Ca_03791,IPR011611,InterPro
Ca_03792,IPR000489,InterPro
Ca_03792,IPR000550,InterPro
Ca_03792,IPR006390,InterPro
Ca_03792,IPR011005,InterPro
Ca_03793,IPR000504,InterPro
Ca_03793,IPR012677,InterPro
Ca_03794,IPR002885,InterPro
Ca_03795,IPR001199,InterPro
Ca_03795,IPR018506,InterPro
Ca_03796,IPR000909,InterPro
Ca_03796,IPR017946,InterPro
Ca_03797,IPR000719,InterPro
Ca_03797,IPR001611,InterPro
Ca_03797,IPR002290,InterPro
Ca_03797,IPR003591,InterPro
Ca_03797,IPR008271,InterPro
Ca_03797,IPR011009,InterPro
Ca_03797,IPR013210,InterPro
Ca_03797,IPR017441,InterPro
Ca_03797,IPR025875,InterPro
Ca_03798,IPR002213,InterPro
Ca_03799,IPR004901,InterPro
Ca_03800,IPR005299,InterPro
Ca_03801,IPR006780,InterPro
Ca_03801,IPR009071,InterPro
Ca_03802,IPR013929,InterPro
Ca_03802,IPR013930,InterPro
Ca_03802,IPR016024,InterPro
Ca_03803,IPR004333,InterPro
Ca_03805,IPR002100,InterPro
Ca_03805,IPR002487,InterPro
Ca_03806,IPR002100,InterPro
Ca_03806,IPR002487,InterPro
Ca_03807,IPR006016,InterPro
Ca_03807,IPR014729,InterPro
Ca_03808,IPR000873,InterPro
Ca_03809,IPR000873,InterPro
Ca_03810,IPR000873,InterPro
Ca_03811,IPR001623,InterPro
Ca_03813,IPR002912,InterPro
Ca_03814,IPR007592,InterPro
Ca_03815,IPR003819,InterPro
Ca_03818,IPR005607,InterPro
Ca_03819,IPR011598,InterPro
Ca_03820,IPR001375,InterPro
Ca_03820,IPR002470,InterPro
Ca_03820,IPR011042,InterPro
Ca_03820,IPR023302,InterPro
Ca_03821,IPR010259,InterPro
Ca_03821,IPR015500,InterPro
Ca_03822,IPR000403,InterPro
Ca_03823,IPR001005,InterPro
Ca_03823,IPR009057,InterPro
Ca_03823,IPR017930,InterPro
Ca_03824,IPR005019,InterPro
Ca_03824,IPR011257,InterPro
Ca_03825,IPR001906,InterPro
Ca_03825,IPR005630,InterPro
Ca_03825,IPR008930,InterPro
Ca_03825,IPR008949,InterPro
Ca_03827,IPR000719,InterPro
Ca_03827,IPR002048,InterPro
Ca_03827,IPR002290,InterPro
Ca_03827,IPR011009,InterPro
Ca_03827,IPR011992,InterPro
Ca_03827,IPR018247,InterPro
Ca_03828,IPR001906,InterPro
Ca_03828,IPR005630,InterPro
Ca_03828,IPR008930,InterPro
Ca_03828,IPR008949,InterPro
Ca_03829,IPR002213,InterPro
Ca_03831,IPR001087,InterPro
Ca_03831,IPR013831,InterPro
Ca_03832,IPR000070,InterPro
Ca_03832,IPR011050,InterPro
Ca_03832,IPR012334,InterPro
Ca_03832,IPR018040,InterPro
Ca_03833,IPR001906,InterPro
Ca_03833,IPR005630,InterPro
Ca_03833,IPR008930,InterPro
Ca_03833,IPR008949,InterPro
Ca_03834,IPR001906,InterPro
Ca_03834,IPR005630,InterPro
Ca_03834,IPR008930,InterPro
Ca_03834,IPR008949,InterPro
Ca_03835,IPR003663,InterPro
Ca_03835,IPR005828,InterPro
Ca_03835,IPR005829,InterPro
Ca_03835,IPR016196,InterPro
Ca_03835,IPR020846,InterPro
Ca_03836,IPR008610,InterPro
Ca_03837,IPR003663,InterPro
Ca_03837,IPR005828,InterPro
Ca_03837,IPR005829,InterPro
Ca_03837,IPR016196,InterPro
Ca_03837,IPR020846,InterPro
Ca_03838,IPR000070,InterPro
Ca_03838,IPR006501,InterPro
Ca_03838,IPR011050,InterPro
Ca_03838,IPR012334,InterPro
Ca_03839,IPR003663,InterPro
Ca_03839,IPR005828,InterPro
Ca_03839,IPR005829,InterPro
Ca_03839,IPR016196,InterPro
Ca_03839,IPR020846,InterPro
Ca_03840,IPR001404,InterPro
Ca_03840,IPR003594,InterPro
Ca_03840,IPR019805,InterPro
Ca_03840,IPR020568,InterPro
Ca_03840,IPR020575,InterPro
Ca_03841,IPR012336,InterPro
Ca_03842,IPR001906,InterPro
Ca_03842,IPR005630,InterPro
Ca_03842,IPR008930,InterPro
Ca_03842,IPR008949,InterPro
Ca_03843,IPR001906,InterPro
Ca_03843,IPR005630,InterPro
Ca_03843,IPR008930,InterPro
Ca_03843,IPR008949,InterPro
Ca_03844,IPR005630,InterPro
Ca_03844,IPR008949,InterPro
Ca_03845,IPR001906,InterPro
Ca_03845,IPR005630,InterPro
Ca_03845,IPR008930,InterPro
Ca_03845,IPR008949,InterPro
Ca_03846,IPR005123,InterPro
Ca_03846,IPR026992,InterPro
Ca_03846,IPR027443,InterPro
Ca_03847,IPR005123,InterPro
Ca_03847,IPR026992,InterPro
Ca_03847,IPR027443,InterPro
Ca_03848,IPR005123,InterPro
Ca_03848,IPR026992,InterPro
Ca_03848,IPR027443,InterPro
Ca_03849,IPR011598,InterPro
Ca_03850,IPR001000,InterPro
Ca_03850,IPR008979,InterPro
Ca_03850,IPR013781,InterPro
Ca_03850,IPR017853,InterPro
Ca_03853,IPR011679,InterPro
Ca_03853,IPR012336,InterPro
Ca_03854,IPR004993,InterPro
Ca_03856,IPR003689,InterPro
Ca_03856,IPR004698,InterPro
Ca_03858,IPR004827,InterPro
Ca_03859,IPR001844,InterPro
Ca_03859,IPR002423,InterPro
Ca_03859,IPR018370,InterPro
Ca_03859,IPR027409,InterPro
Ca_03859,IPR027413,InterPro
Ca_03861,IPR000182,InterPro
Ca_03861,IPR016181,InterPro
Ca_03863,IPR006634,InterPro
Ca_03863,IPR016439,InterPro
Ca_03864,IPR000823,InterPro
Ca_03864,IPR002016,InterPro
Ca_03864,IPR010255,InterPro
Ca_03864,IPR019793,InterPro
Ca_03864,IPR019794,InterPro
Ca_03865,IPR001810,InterPro
Ca_03867,IPR000764,InterPro
Ca_03867,IPR006083,InterPro
Ca_03867,IPR023577,InterPro
Ca_03867,IPR026008,InterPro
Ca_03867,IPR027417,InterPro
Ca_03868,IPR013120,InterPro
Ca_03868,IPR016040,InterPro
Ca_03868,IPR026055,InterPro
Ca_03869,IPR004813,InterPro
Ca_03870,IPR013120,InterPro
Ca_03870,IPR016040,InterPro
Ca_03870,IPR026055,InterPro
Ca_03871,IPR013120,InterPro
Ca_03871,IPR016040,InterPro
Ca_03871,IPR026055,InterPro
Ca_03873,IPR001813,InterPro
Ca_03873,IPR027534,InterPro
Ca_03874,IPR001810,InterPro
Ca_03874,IPR006566,InterPro
Ca_03875,IPR001810,InterPro
Ca_03875,IPR006566,InterPro
Ca_03876,IPR000719,InterPro
Ca_03876,IPR002290,InterPro
Ca_03876,IPR008271,InterPro
Ca_03876,IPR011009,InterPro
Ca_03876,IPR013210,InterPro
Ca_03876,IPR013320,InterPro
Ca_03876,IPR017441,InterPro
Ca_03877,IPR003656,InterPro
Ca_03877,IPR012337,InterPro
Ca_03877,IPR025525,InterPro
Ca_03878,IPR001985,InterPro
Ca_03878,IPR016067,InterPro
Ca_03879,IPR001985,InterPro
Ca_03879,IPR016067,InterPro
Ca_03879,IPR018166,InterPro
Ca_03881,IPR010683,InterPro
Ca_03883,IPR001128,InterPro
Ca_03883,IPR002401,InterPro
Ca_03883,IPR017972,InterPro
Ca_03884,IPR004159,InterPro
Ca_03885,IPR001494,InterPro
Ca_03885,IPR011989,InterPro
Ca_03885,IPR016024,InterPro
Ca_03886,IPR001841,InterPro
Ca_03886,IPR013083,InterPro
Ca_03887,IPR011598,InterPro
Ca_03889,IPR006674,InterPro
Ca_03890,IPR004813,InterPro
Ca_03891,IPR000719,InterPro
Ca_03891,IPR002290,InterPro
Ca_03891,IPR003882,InterPro
Ca_03891,IPR008271,InterPro
Ca_03891,IPR011009,InterPro
Ca_03891,IPR017441,InterPro
Ca_03892,IPR001757,InterPro
Ca_03892,IPR006539,InterPro
Ca_03892,IPR008250,InterPro
Ca_03892,IPR018303,InterPro
Ca_03892,IPR023214,InterPro
Ca_03892,IPR023299,InterPro
Ca_03893,IPR015813,InterPro
Ca_03893,IPR018129,InterPro
Ca_03893,IPR021135,InterPro
Ca_03893,IPR022805,InterPro
Ca_03894,IPR010920,InterPro
Ca_03894,IPR019050,InterPro
Ca_03894,IPR025609,InterPro
Ca_03894,IPR025761,InterPro
Ca_03894,IPR025762,InterPro
Ca_03894,IPR025768,InterPro
Ca_03896,IPR004877,InterPro
Ca_03896,IPR006593,InterPro
Ca_03899,IPR016300,InterPro
Ca_03899,IPR025723,InterPro
Ca_03899,IPR027417,InterPro
Ca_03900,IPR011333,InterPro
Ca_03901,IPR011598,InterPro
Ca_03902,IPR003441,InterPro
Ca_03903,IPR000719,InterPro
Ca_03903,IPR002290,InterPro
Ca_03903,IPR008271,InterPro
Ca_03903,IPR011009,InterPro
Ca_03903,IPR017441,InterPro
Ca_03904,IPR001611,InterPro
Ca_03904,IPR024788,InterPro
Ca_03905,IPR024491,InterPro
Ca_03906,IPR002885,InterPro
Ca_03907,IPR005123,InterPro
Ca_03907,IPR026992,InterPro
Ca_03907,IPR027443,InterPro
Ca_03908,IPR003822,InterPro
Ca_03909,IPR007087,InterPro
Ca_03909,IPR013087,InterPro
Ca_03911,IPR001818,InterPro
Ca_03911,IPR002477,InterPro
Ca_03911,IPR006026,InterPro
Ca_03911,IPR021158,InterPro
Ca_03911,IPR021190,InterPro
Ca_03911,IPR024079,InterPro
Ca_03912,IPR012677,InterPro
Ca_03913,IPR009410,InterPro
Ca_03914,IPR000994,InterPro
Ca_03914,IPR001714,InterPro
Ca_03914,IPR002467,InterPro
Ca_03915,IPR001471,InterPro
Ca_03915,IPR003340,InterPro
Ca_03915,IPR015300,InterPro
Ca_03915,IPR016177,InterPro
Ca_03917,IPR012340,InterPro
Ca_03917,IPR022966,InterPro
Ca_03917,IPR028591,InterPro
Ca_03920,IPR005202,InterPro
Ca_03921,IPR005828,InterPro
Ca_03921,IPR005829,InterPro
Ca_03921,IPR016196,InterPro
Ca_03921,IPR020846,InterPro
Ca_03922,IPR003409,InterPro
Ca_03923,IPR001841,InterPro
Ca_03923,IPR013083,InterPro
Ca_03924,IPR007214,InterPro
Ca_03926,IPR001471,InterPro
Ca_03926,IPR016177,InterPro
Ca_03927,IPR002933,InterPro
Ca_03927,IPR010159,InterPro
Ca_03927,IPR011650,InterPro
Ca_03928,IPR001841,InterPro
Ca_03928,IPR013083,InterPro
Ca_03929,IPR001360,InterPro
Ca_03929,IPR013781,InterPro
Ca_03929,IPR017853,InterPro
Ca_03930,IPR007877,InterPro
Ca_03931,IPR009038,InterPro
Ca_03932,IPR009038,InterPro
Ca_03933,IPR000322,InterPro
Ca_03933,IPR011013,InterPro
Ca_03933,IPR017853,InterPro
Ca_03936,IPR009606,InterPro
Ca_03937,IPR025724,InterPro
Ca_03941,IPR003726,InterPro
Ca_03942,IPR001509,InterPro
Ca_03942,IPR016040,InterPro
Ca_03943,IPR007785,InterPro
Ca_03944,IPR002325,InterPro
Ca_03944,IPR011054,InterPro
Ca_03944,IPR024094,InterPro
Ca_03945,IPR004282,InterPro
Ca_03946,IPR000022,InterPro
Ca_03946,IPR000438,InterPro
Ca_03946,IPR011762,InterPro
Ca_03948,IPR002325,InterPro
Ca_03948,IPR011054,InterPro
Ca_03948,IPR024058,InterPro
Ca_03948,IPR024094,InterPro
Ca_03949,IPR006216,InterPro
Ca_03949,IPR006217,InterPro
Ca_03949,IPR013081,InterPro
Ca_03949,IPR013082,InterPro
Ca_03950,IPR001907,InterPro
Ca_03950,IPR023562,InterPro
Ca_03951,IPR000073,InterPro
Ca_03953,IPR004332,InterPro
Ca_03953,IPR018289,InterPro
Ca_03954,IPR001471,InterPro
Ca_03955,IPR000073,InterPro
Ca_03958,IPR003154,InterPro
Ca_03958,IPR008947,InterPro
Ca_03959,IPR026057,InterPro
Ca_03960,IPR002213,InterPro
Ca_03961,IPR007087,InterPro
Ca_03961,IPR013087,InterPro
Ca_03963,IPR009400,InterPro
Ca_03964,IPR002048,InterPro
Ca_03964,IPR011992,InterPro
Ca_03964,IPR018247,InterPro
Ca_03965,IPR001563,InterPro
Ca_03965,IPR018202,InterPro
Ca_03966,IPR000719,InterPro
Ca_03966,IPR001245,InterPro
Ca_03966,IPR011009,InterPro
Ca_03967,IPR007087,InterPro
Ca_03967,IPR013087,InterPro
Ca_03968,IPR003406,InterPro
Ca_03969,IPR000719,InterPro
Ca_03969,IPR001611,InterPro
Ca_03969,IPR011009,InterPro
Ca_03969,IPR013210,InterPro
Ca_03969,IPR013320,InterPro
Ca_03969,IPR017441,InterPro
Ca_03970,IPR002067,InterPro
Ca_03970,IPR018108,InterPro
Ca_03970,IPR023395,InterPro
Ca_03971,IPR008395,InterPro
Ca_03971,IPR014002,InterPro
Ca_03975,IPR002198,InterPro
Ca_03975,IPR016040,InterPro
Ca_03977,IPR004776,InterPro
Ca_03978,IPR000109,InterPro
Ca_03978,IPR016196,InterPro
Ca_03980,IPR010776,InterPro
Ca_03980,IPR011991,InterPro
Ca_03981,IPR006671,InterPro
Ca_03981,IPR013763,InterPro
Ca_03981,IPR015429,InterPro
Ca_03981,IPR017060,InterPro
Ca_03983,IPR006671,InterPro
Ca_03983,IPR013763,InterPro
Ca_03983,IPR015429,InterPro
Ca_03983,IPR017060,InterPro
Ca_03985,IPR011545,InterPro
Ca_03985,IPR027417,InterPro
Ca_03986,IPR001938,InterPro
Ca_03987,IPR001279,InterPro
Ca_03988,IPR021419,InterPro
Ca_03990,IPR013057,InterPro
Ca_03991,IPR007603,InterPro
Ca_03992,IPR004901,InterPro
Ca_03993,IPR004901,InterPro
Ca_03995,IPR004827,InterPro
Ca_03995,IPR025422,InterPro
Ca_03997,IPR002498,InterPro
Ca_03997,IPR003409,InterPro
Ca_03997,IPR016034,InterPro
Ca_03997,IPR017163,InterPro
Ca_03997,IPR023610,InterPro
Ca_03997,IPR027483,InterPro
Ca_03997,IPR027484,InterPro
Ca_03998,IPR019378,InterPro
Ca_03998,IPR024709,InterPro
Ca_04000,IPR000719,InterPro
Ca_04000,IPR001245,InterPro
Ca_04000,IPR002290,InterPro
Ca_04000,IPR008271,InterPro
Ca_04000,IPR011009,InterPro
Ca_04000,IPR017441,InterPro
Ca_04001,IPR000572,InterPro
Ca_04001,IPR001199,InterPro
Ca_04001,IPR001433,InterPro
Ca_04001,IPR001709,InterPro
Ca_04001,IPR001834,InterPro
Ca_04001,IPR005066,InterPro
Ca_04001,IPR008333,InterPro
Ca_04001,IPR008335,InterPro
Ca_04001,IPR012137,InterPro
Ca_04001,IPR014756,InterPro
Ca_04001,IPR017927,InterPro
Ca_04001,IPR017938,InterPro
Ca_04001,IPR018506,InterPro
Ca_04001,IPR022407,InterPro
Ca_04002,IPR000086,InterPro
Ca_04002,IPR015797,InterPro
Ca_04002,IPR020084,InterPro
Ca_04002,IPR020476,InterPro
Ca_04004,IPR001764,InterPro
Ca_04004,IPR002772,InterPro
Ca_04004,IPR017853,InterPro
Ca_04004,IPR026891,InterPro
